Unnamed: 0,English,Turkish
3945,stable,stabil
3946,opera,opera
3947,definitions,tanımlar
3948,von,von
3949,doctors,doktorlar
3950,lesson,ders
3951,cinema,sinema
3952,asset,varlık
3953,ag,tarım
3954,scan,tarama
3955,elections,seçimler
3956,drinking,içme
3957,blowjobs,oral seks
3958,reaction,tepki
3959,blank,boşluk
3960,enhanced,geliştirilmiş
3961,entitled,hak sahibi
3962,severe,haşin
3963,generate,üretmek
3964,stainless,paslanmaz
3965,newspapers,gazeteler
3966,hospitals,hastaneler
3967,vi,vi
3968,deluxe,lüks
3969,humor,mizah
3970,aged,yaşlı
3971,monitors,monitörler
3972,exception,istisna
3973,lived,yaşadı
3974,duration,süre
3975,bulk,toplu
3976,successfully,başarılı bir şekilde
3977,indonesia,Endonezya
3978,pursuant,uyarınca
3979,sci,bilim
3980,fabric,kumaş
3981,edt,edt
3982,visits,ziyaretler
3983,primarily,öncelikle
3984,tight,sıkı
3985,domains,etki alanları
3986,capabilities,yetenekler
3987,pmid,pmıd
3988,contrast,zıtlık
3989,recommendation,tavsiye
3990,flying,uçan
3991,recruitment,işe alım
3992,sin,günah
3993,berlin,Berlin
3994,cute,Sevimli
3995,organized,organize edilmiş
3996,ba,ba
3997,para,para
3998,siemens,Siemens
3999,adoption,evlat edinme
4000,improving,iyileştirme
4001,cr,cr
4002,expensive,masraflı
4003,meant,anlamına gelen
4004,capture,esir almak
4005,pounds,pound
4006,buffalo,bizon
4007,organisations,kuruluşlar
4008,plane,uçak
4009,pg,sayfa
4010,explained,açıklandı
4011,seed,tohum
4012,programmes,programlar
4013,desire,arzu
4014,expertise,uzmanlık
4015,mechanism,mekanizma
4016,camping,kamp
4017,ee,ee
4018,jewellery,mücevher
4019,meets,karşılar
4020,welfare,refah
4021,peer,akran
4022,caught,yakalanmış
4023,eventually,sonunda
4024,marked,işaretlenmiş
4025,driven,sürülen
4026,measured,Ölçülmüş
4027,medline,medline
4028,bottle,şişe
4029,agreements,anlaşmalar
4030,considering,göz önünde bulundurarak
4031,innovative,yenilikçi
4032,marshall,mareşal
4033,massage,masaj
4034,rubber,lastik
4035,conclusion,çözüm
4036,closing,kapanış
4037,tampa,Tampa
4038,thousand,bin
4039,meat,et
4040,legend,efsane
4041,grace,lütuf
4042,susan,suzan
4043,ing,inmek
4044,ks,ks
4045,adams,adams
4046,python,piton
4047,monster,canavar
4048,alex,Alex
4049,bang,patlama
4050,villa,villa
4051,bone,kemik
4052,columns,sütunlar
4053,disorders,bozukluklar
4054,bugs,böcekler
4055,collaboration,işbirliği
4056,hamilton,Hamilton
4057,detection,tespit
4058,ftp,ftp
4059,cookies,kurabiyeler
4060,inner,iç
4061,formation,oluşum
4062,tutorial,öğretici
4063,med,med
4064,engineers,mühendisler
4065,entity,varlık
4066,cruises,yolculuklar
4067,gate,geçit
4068,holder,tutucu
4069,proposals,teklifler
4070,moderator,moderatör
4071,sw,Türkçe: sw
4072,tutorials,öğreticiler
4073,settlement,yerleşim
4074,portugal,Portekiz
4075,lawrence,Lawrence
4076,roman,Roma
4077,duties,görevler
4078,valuable,değerli
4079,erotic,erotik
4080,tone,ton
4081,collectables,koleksiyonluk eşyalar
4082,ethics,etik
4083,forever,sonsuza kadar
4084,dragon,ejderha
4085,busy,Meşgul
4086,captain,kaptan
4087,fantastic,fantastik
4088,imagine,hayal etmek
4089,brings,getiriyor
4090,heating,ısıtma
4091,leg,bacak
4092,neck,boyun
4093,hd,yüksek çözünürlüklü
4094,wing,kanat
4095,governments,hükümetler
4096,purchasing,satın alma
4097,scripts,senaryolar
4098,abc,ABC
4099,stereo,stereo
4100,appointed,atanmış
4101,taste,tatmak
4102,dealing,işlem
4103,commit,işlemek
4104,tiny,minik
4105,operational,operasyonel
4106,rail,demir yolu
4107,airlines,havayolları
4108,liberal,liberal
4109,livecam,canlı kamera
4110,jay,alakarga
4111,trips,geziler
4112,gap,açıklık
4113,sides,taraflar
4114,tube,tüp
4115,turns,dönüşler
4116,corresponding,karşılık gelen
4117,descriptions,açıklamalar
4118,cache,önbellek
4119,belt,kemer
4120,jacket,ceket
4121,determination,kararlılık
4122,animation,animasyon
4123,oracle,kehanet
4124,er,er
4125,matthew,matta
4126,lease,kiralamak
4127,productions,yapımlar
4128,aviation,havacılık
4129,hobbies,hobiler
4130,proud,gurur duymak
4131,excess,aşırı
4132,disaster,felaket
4133,console,konsol
4134,commands,emirler
4135,jr,Jr.
4136,telecommunications,telekomünikasyon
4137,instructor,eğitmen
4138,giant,devasa
4139,achieved,başarıldı
4140,injuries,yaralanmalar
4141,shipped,sevk edildi
4142,bestiality,hayvanlarla cinsel ilişki
4143,seats,koltuklar
4144,approaches,yaklaşımlar
4145,biz,iş
4146,alarm,alarm
4147,voltage,Gerilim
4148,anthony,antonius
4149,nintendo,Nintendo
4150,usual,olağan
4151,loading,yükleniyor
4152,stamps,pullar
4153,appeared,göründü
4154,franklin,Franklin
4155,angle,açı
4156,rob,soymak
4157,vinyl,vinil
4158,highlights,Önemli noktalar
4159,mining,madencilik
4160,designers,tasarımcılar
4161,melbourne,Melbourne
4162,ongoing,devam eden
4163,worst,en kötüsü
4164,imaging,görüntüleme
4165,betting,bahis
4166,scientists,bilim insanları
4167,liberty,özgürlük
4168,wyoming,Wyoming
4169,blackjack,blackjack
4170,argentina,Arjantin
4171,era,çağ
4172,convert,dönüştürmek
4173,possibility,olasılık
4174,analyst,analist
4175,commissioner,komiser
4176,dangerous,tehlikeli
4177,garage,garaj
4178,exciting,heyecan verici
4179,reliability,güvenilirlik
4180,thongs,tanga
4181,gcc,gcc
4182,unfortunately,Ne yazık ki
4183,respectively,sırasıyla
4184,volunteers,gönüllüler
4185,attachment,EK
4186,ringtone,zil sesi
4187,finland,Finlandiya
4188,morgan,morgan
4189,derived,türetilmiş
4190,pleasure,zevk
4191,honor,onur
4192,asp,asp
4193,oriented,yönlendirilmiş
4194,eagle,kartal
4195,desktops,masaüstü bilgisayarlar
4196,pants,pantolon
4197,columbus,Kolomb
4198,nurse,hemşire
4199,prayer,namaz
4200,appointment,randevu
4201,workshops,atölyeler
4202,hurricane,kasırga
4203,quiet,sessizlik
4204,luck,şans
4205,postage,posta ücreti
4206,producer,yapımcı
4207,represented,temsil edildi
4208,mortgages,ipotekler
4209,dial,aramak
4210,responsibilities,sorumluluklar
4211,cheese,peynir
4212,comic,çizgi roman
4213,carefully,dikkatlice
4214,jet,jet
4215,productivity,üretkenlik
4216,investors,yatırımcılar
4217,crown,taç
4218,par,eşit
4219,underground,yeraltı
4220,diagnosis,teşhis
4221,maker,yapımcı
4222,crack,çatırtı
4223,principle,prensip
4224,picks,seçimler
4225,vacations,tatiller
4226,gang,çete
4227,semester,yarıyıl
4228,calculated,hesaplanmış
4229,cumshot,boşalma
4230,fetish,fetiş
4231,applies,geçerlidir
4232,casinos,kumarhaneler
4233,appearance,dış görünüş
4234,smoke,duman
4235,apache,apache
4236,filters,filtreler
4237,incorporated,dahil edilmiş
4238,nv,nv
4239,craft,zanaat
4240,cake,kek
4241,notebooks,not defterleri
4242,apart,ayrı
4243,fellow,aynı tür
4244,blind,kör
4245,lounge,salon
4246,mad,kızgın
4247,algorithm,algoritma
4248,semi,yarı
4249,coins,madeni paralar
4250,andy,Andy
4251,gross,brüt
4252,strongly,güçlü bir şekilde
4253,cafe,kafe
4254,valentine,sevgililer günü
4255,hilton,Hilton'da
4256,ken,ken
4257,proteins,proteinler
4258,horror,korku
4259,su,su
4260,exp,deneyim
4261,familiar,aşina
4262,capable,yetenekli
4263,douglas,douglas
4264,debian,debian
4265,till,kadar
4266,involving,içeren
4267,pen,dolma kalem
4268,investing,yatırım
4269,christopher,Christopher
4270,admission,kabul
4271,epson,epson
4272,shoe,ayakkabı
4273,elected,seçilmiş
4274,carrying,taşıyan
4275,victory,zafer
4276,sand,kum
4277,madison,Madison
4278,terrorism,terörizm
4279,joy,neşe
4280,editions,sürümler
4281,cpu,İşlemci
4282,mainly,daha çok
4283,ethnic,etnik
4284,ran,koştu
4285,parliament,parlamento
4286,actor,aktör
4287,finds,bulur
4288,seal,fok
4289,situations,durumlar
4290,fifth,beşinci
4291,allocated,tahsis edilmiş
4292,citizen,vatandaş
4293,vertical,dikey
4294,corrections,düzeltmeler
4295,structural,yapısal
4296,municipal,belediye
4297,describes,açıklar
4298,prize,ödül
4299,sr,sr
4300,occurs,meydana gelmek
4301,jon,Jon
4302,absolute,mutlak
4303,disabilities,engelliler
4304,consists,oluşur
4305,anytime,her zaman
4306,substance,madde
4307,prohibited,yasak
4308,addressed,ele alındı
4309,lies,yalanlar
4310,pipe,boru
4311,soldiers,askerler
4312,nr,nr
4313,guardian,koruyucu
4314,lecture,ders
4315,simulation,simülasyon
4316,layout,düzen
4317,initiatives,girişimler
4318,ill,hasta
4319,concentration,konsantrasyon
4320,classics,klasikler
4321,lbs,lbs
4322,lay,sermek
4323,interpretation,tercüme
4324,horses,atlar
4325,lol,yüksek sesle gülmek
4326,dirty,kirli
4327,deck,güverte
4328,wayne,Wayne
4329,donate,bağış yapmak
4330,taught,öğretilen
4331,bankruptcy,iflas
4332,mp,milletvekili
4333,worker,işçi
4334,optimization,optimizasyon
4335,alive,canlı
4336,temple,tapınak
4337,substances,maddeler
4338,prove,kanıtlamak
4339,discovered,keşfedildi
4340,wings,kanatlar
4341,breaks,molalar
4342,genetic,genetik
4343,restrictions,kısıtlamalar
4344,participating,katılımcı
4345,waters,sular
4346,promise,söz
4347,thin,ince
4348,exhibition,sergi
4349,prefer,tercih etmek
4350,ridge,sırt
4351,cabinet,dolap
4352,modem,modem
4353,harris,harris
4354,mph,mil/saat
4355,bringing,getiren
4356,sick,hasta
4357,dose,doz
4358,evaluate,değerlendirmek
4359,tiffany,Tiffany
4360,tropical,tropikal
4361,collect,TOPLAMAK
4362,bet,bahis
4363,composition,kompozisyon
4364,toyota,Toyota
4365,streets,sokaklar
4366,nationwide,ülke çapında
4367,vector,vektör
4368,definitely,kesinlikle
4369,shaved,tıraşlı
4370,turning,dönüş
4371,buffer,tampon
4372,purple,mor
4373,existence,varoluş
4374,commentary,yorum
4375,larry,Larry
4376,limousines,limuzinler
4377,developments,gelişmeler
4378,def,tanım
4379,immigration,göç
4380,destinations,varış noktaları
4381,lets,Hadi
4382,mutual,karşılıklı
4383,pipeline,boru hattı
4384,necessarily,mutlaka
4385,syntax,sözdizimi
4386,li,li
4387,attribute,bağlanmak
4388,prison,hapishane
4389,skill,yetenek
4390,chairs,sandalyeler
4391,nl,nl
4392,everyday,Her gün
4393,apparently,görünüşe göre
4394,surrounding,çevreleyen
4395,mountains,dağlar
4396,moves,hareketler
4397,popularity,popülerlik
4398,inquiry,sorgu
4399,ethernet,ethernet
4400,checked,kontrol edildi
4401,exhibit,sergilemek
4402,throw,fırlatmak
4403,trend,eğilim
4404,sierra,dağ
4405,visible,görünür
4406,cats,kediler
4407,desert,çöl
4408,postposted,gönderildi
4409,ya,evet
4410,oldest,en eski
4411,rhode,Rhode
4412,nba,NBA
4413,busty,iri göğüslü
4414,coordinator,koordinatör
4415,obviously,açıkça
4416,mercury,Merkür
4417,steven,steven
4418,handbook,el kitabı
4419,greg,Greg
4420,navigate,gezinmek
4421,worse,daha kötüsü
4422,summit,zirve
4423,victims,kurbanlar
4424,epa,epa
4425,spaces,boşluklar
4426,fundamental,esas
4427,burning,yanan
4428,escape,kaçmak
4429,coupons,kuponlar
4430,somewhat,biraz
4431,receiver,alıcı
4432,substantial,varlıklı
4433,tr,tr
4434,progressive,ilerici
4435,cialis,cialis
4436,bb,bb
4437,boats,tekneler
4438,glance,bakış atmak
4439,scottish,iskoç
4440,championship,şampiyonluk
4441,arcade,çarşı
4442,richmond,zenginmond
4443,sacramento,Sacramento
4444,impossible,imkansız
4445,ron,ron
4446,russell,russell
4447,tells,söyler
4448,obvious,bariz
4449,fiber,lif
4450,depression,depresyon
4451,graph,grafik
4452,covering,kapsayan
4453,platinum,platin
4454,judgment,yargı
4455,bedrooms,yatak odaları
4456,talks,konuşmalar
4457,filing,dosyalama
4458,foster,bakmak
4459,modeling,modelleme
4460,passing,geçen
4461,awarded,ödüllendirildi
4462,testimonials,referanslar
4463,trials,denemeler
4464,tissue,doku
4465,nz,Yeni Zelanda
4466,memorabilia,hatıra eşyası
4467,clinton,Clinton
4468,masters,ustalar
4469,bonds,tahviller
4470,cartridge,kartuş
4471,alberta,Alberta
4472,explanation,açıklama
4473,folk,halk
4474,org,org
4475,commons,ortaklar
4476,cincinnati,Cincinnati
4477,subsection,alt bölüm
4478,fraud,sahtekar
4479,electricity,elektrik
4480,permitted,izin verilen
4481,spectrum,spektrum
4482,arrival,varış
4483,okay,Tamam
4484,pottery,çömlekçilik
4485,emphasis,vurgu
4486,roger,Roger
4487,aspect,bakış açısı
4488,workplace,işyeri
4489,awesome,Mükemmel
4490,mexican,Meksika
4491,confirmed,doğrulandı
4492,counts,sayar
4493,priced,fiyatlandırılmış
4494,wallpapers,duvar kağıtları
4495,hist,geçmiş
4496,crash,kaza
4497,lift,kaldırmak
4498,desired,istenilen
4499,inter,arası
4500,closer,daha yakın
4501,assumes,varsayar
4502,heights,yükseklikler
4503,shadow,gölge
4504,riding,binme
4505,infection,enfeksiyon
4506,firefox,Firefox
4507,lisa,Lisa
4508,expense,masraf
4509,grove,koru
4510,eligibility,uygunluk
4511,venture,girişim
4512,clinic,klinik
4513,korean,Korece
4514,healing,iyileştirme
4515,princess,prenses
4516,mall,alışveriş merkezi
4517,entering,girerek
4518,packet,paket
4519,spray,sprey
4520,studios,stüdyolar
4521,involvement,katılım
4522,dad,baba
4523,buttons,düğmeler
4524,placement,atama
4525,observations,gözlemler
4526,vbulletin,vbulletin
4527,funded,finanse edilen
4528,thompson,Thompson
4529,winners,kazananlar
4530,extend,uzatmak
4531,roads,yollar
4532,subsequent,sonraki
4533,pat,pat
4534,dublin,Dublin
4535,rolling,yuvarlamak
4536,fell,düşmüş
4537,motorcycle,motosiklet
4538,yard,bahçe
4539,disclosure,ifşa
4540,establishment,kuruluş
4541,memories,hatıralar
4542,nelson,nelson
4543,te,sen
4544,arrived,ulaşmış
4545,creates,yaratır
4546,faces,yüzler
4547,tourist,turist
4548,cocks,horozlar
4549,av,av
4550,mayor,belediye başkanı
4551,murder,cinayet
4552,sean,Sean
4553,adequate,yeterli
4554,senator,senatör
4555,yield,teslim olmak
4556,presentations,sunumlar
4557,grades,notlar
4558,cartoons,çizgi filmler
4559,pour,dökmek
4560,digest,özet
4561,reg,kayıt
4562,lodging,konaklama
4563,tion,tion
4564,dust,toz
4565,hence,buradan
4566,wiki,viki
4567,entirely,tamamen
4568,replaced,değiştirildi
4569,radar,radar
4570,rescue,kurtarmak
4571,undergraduate,lisans
4572,losses,kayıplar
4573,combat,mücadele
4574,reducing,azaltarak
4575,stopped,durduruldu
4576,occupation,meslek
4577,lakes,göller
4578,butt,popo
4579,donations,bağışlar
4580,associations,dernekler
4581,citysearch,şehir araması
4582,closely,yakından
4583,radiation,radyasyon
4584,diary,günlük
4585,seriously,Cidden
4586,kings,krallar
4587,shooting,çekim
4588,kent,kent
4589,adds,ekler
4590,nsw,Yeni Güney Galler
4591,ear,kulak
4592,flags,bayraklar
4593,pci,pcı
4594,baker,fırıncı
4595,launched,başlatıldı
4596,elsewhere,başka bir yerde
4597,pollution,kirlilik
4598,conservative,tutucu
4599,guestbook,ziyaretçi defteri
4600,shock,şok
4601,effectiveness,verimlilik
4602,walls,duvarlar
4603,abroad,yurt dışı
4604,ebony,abanoz
4605,tie,bağlamak
4606,ward,koğuş
4607,drawn,çizilmiş
4608,arthur,arthur
4609,ian,ian
4610,visited,ziyaret edildi
4611,roof,çatı
4612,walker,yürüyüşçü
4613,demonstrate,göstermek
4614,atmosphere,atmosfer
4615,suggests,öneriyor
4616,kiss,öpücük
4617,beast,canavar
4618,ra,ra
4619,operated,işletilen
4620,experiment,deney
4621,targets,hedefler
4622,overseas,denizaşırı
4623,purchases,satın alımlar
4624,dodge,atlatmak
4625,counsel,danışmanlık
4626,federation,federasyon
4627,pizza,pizza
4628,invited,davet edildi
4629,yards,yarda
4630,assignment,atama
4631,chemicals,kimyasallar
4632,gordon,Gordon
4633,mod,mod
4634,farmers,çiftçiler
4635,rc,rc
4636,queries,sorgular
4637,bmw,BMW
4638,rush,acele etmek
4639,ukraine,Ukrayna
4640,absence,yokluk
4641,nearest,en yakın
4642,cluster,küme
4643,vendors,satıcılar
4644,mpeg,mpeg
4645,whereas,halbuki
4646,yoga,yoga
4647,serves,hizmet eder
4648,woods,ormanlar
4649,surprise,sürpriz
4650,lamp,lamba
4651,rico,Riko
4652,partial,kısmi
4653,shoppers,alışveriş yapanlar
4654,phil,Phil
4655,everybody,herkes
4656,couples,çiftler
4657,nashville,Nashville
4658,ranking,sıralama
4659,jokes,şakalar
4660,cst,cst
4661,http,http
4662,ceo,CEO
4663,simpson,Simpson
4664,twiki,twiki
4665,sublime,yüce
4666,counseling,danışmanlık
4667,palace,saray
4668,acceptable,kabul edilebilir
4669,satisfied,memnun
4670,glad,memnun
4671,wins,kazanır
4672,measurements,ölçümler
4673,verify,doğrulamak
4674,globe,dünya küresi
4675,trusted,güvenilir
4676,copper,bakır
4677,milwaukee,Milwaukee
4678,rack,raf
4679,medication,ilaç tedavisi
4680,warehouse,depo
4681,shareware,paylaşımlı yazılım
4682,ec,AB
4683,rep,temsilci
4684,dicke,dicke
4685,kerry,kerry
4686,receipt,fiş
4687,supposed,sözde
4688,ordinary,sıradan
4689,nobody,hiç kimse
4690,ghost,hayalet
4691,violation,ihlal
4692,configure,yapılandırmak
4693,stability,istikrar
4694,mit,mit
4695,applying,başvuruyor
4696,southwest,güneybatı
4697,boss,patron
4698,pride,gurur
4699,institutional,kurumsal
4700,expectations,beklentiler
4701,independence,bağımsızlık
4702,knowing,bilmek
4703,reporter,muhabir
4704,metabolism,metabolizma
4705,keith,keith
4706,champion,şampiyon
4707,cloudy,bulutlu
4708,linda,Linda
4709,ross,Ross
4710,personally,kişisel olarak
4711,chile,Şili
4712,anna,anna
4713,plenty,bolca
4714,solo,solo
4715,sentence,cümle
4716,throat,boğaz
4717,ignore,görmezden gelmek
4718,maria,Maria
4719,uniform,üniforma
4720,excellence,mükemmellik
4721,wealth,varlık
